req_id,module,document,section,page,upstream_ids,status,confidence,evidence,rationale
SWS_CANIF_00137,CanIf,can_interface,8.2.2 CanIf_PduModeType,77,,missing,1.00,,None of the candidates define the CanIf_PduModeType enumeration as specified in the requirement.
SWS_CANIF_00523,CanIf,can_interface,8.2.1 CanIf_ConfigType,77,,missing,1.00,,"None of the candidates implement the requirement for the initialization data structure of CanIf_ConfigType, as indicated by the developer's annotation stating it is not implemented."
SWS_CANIF_00001,CanIf,can_interface,8.3.1 CanIf_Init,78,SRS_BSW_00405 SRS_BSW_00101 SRS_BSW_00358 SRS_BSW_00414 SRS_Can_01021 SRS_Can_01022,implemented,0.90,communication/CanIf/src/CanIf.c:516-583 communication/CanIf/inc/CanIf.h:136-137 communication/CanIf/inc/CanIf_ConfigTypes.h:403-416,The implementation of CanIf_Init matches the requirement for initializing the CAN Interface.
SWS_CANIF_00201,CanIf,can_interface,8.2.3 CanIf_NotifStatusType,78,,implemented,1.00,communication/CanIf/inc/CanIf_Types.h:139-147,"The definition of CanIf_NotifStatusType is present in the code, fulfilling the requirement."
SWS_CANIF_00661,CanIf,can_interface,8.3 Function definitions,78,,partial,0.80,communication/CanIf/src/CanIf.c:585-643 communication/CanIf/src/CanIf.c:645-711 communication/CanIf/src/CanIf.c:713-730 communication/CanIf/src/CanIf.c:732-859 communication/CanIf/src/CanIf.c:861-932 communication/CanIf/src/CanIf.c:1341-1431 communication/CanIf/src/CanIf.c:1433-1448 communication/CanIf/src/CanIf.c:1450-1495,"While several functions check if the CanIf has been initialized and return E_NOT_OK if it has not, the requirement specifies that all CanIf API services other than CanIf_Init() and CanIf_GetVersionInfo() should not execute normally unless initialized. The functions provided do not cover all API services, hence the status is partial."
SWS_CANIF_00003,CanIf,can_interface,8.3.3 CanIf_SetControllerMode,79,SRS_Can_01027,implemented,0.90,communication/CanIf/src/CanIf.c:645-711,The function CanIf_SetControllerMode matches the specification for changing the controller mode and returning success or failure.
SWS_CANIF_00085,CanIf,can_interface,8.3.1 CanIf_Init,79,,implemented,0.90,communication/CanIf/src/CanIf.c:516-583,"The implementation of CanIf_Init clearly initializes the necessary global variables and data structures, fulfilling the requirement."
SWS_CANIF_91002,CanIf,can_interface,8.3.2 CanIf_DeInit,79,SRS_Can_01168 SRS_BSW_00336,missing,1.00,,None of the candidates implement the CanIf_DeInit function as specified.
SWS_CANIF_00229,CanIf,can_interface,8.3.4 CanIf_GetControllerMode,80,SRS_Can_01028,implemented,1.00,communication/CanIf/src/CanIf.c:713-730,The implementation of CanIf_GetControllerMode matches the specification requirements for retrieving the controller mode.
SWS_CANIF_00308,CanIf,can_interface,8.3.3 CanIf_SetControllerMode,80,,implemented,1.00,communication/CanIf/src/CanIf.c:645-711,The code in CanIf_SetControllerMode directly implements the requirement by calling Can_SetControllerMode with the appropriate parameters.
SWS_CANIF_00311,CanIf,can_interface,8.3.3 CanIf_SetControllerMode,80,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:645-711,The code clearly implements the requirement by validating the ControllerId and reporting the appropriate error code.
SWS_CANIF_00774,CanIf,can_interface,8.3.3 CanIf_SetControllerMode,80,SRS_BSW_00323,implemented,0.90,communication/CanIf/src/CanIf.c:645-711,The code in CanIf_SetControllerMode implements the requirement by validating the ControllerMode and reporting an error if it is invalid.
SWS_CANIF_00313,CanIf,can_interface,8.3.4 CanIf_GetControllerMode,81,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:713-730,The code clearly implements the requirement by validating the ControllerId and reporting the appropriate error code.
SWS_CANIF_00656,CanIf,can_interface,8.3.4 CanIf_GetControllerMode,81,SRS_BSW_00323,implemented,0.90,communication/CanIf/src/CanIf.c:713-730,The code in CanIf_GetControllerMode implements the requirement by validating the ControllerModePtr parameter and reporting the appropriate error.
SWS_CANIF_00898,CanIf,can_interface,8.3.5 CanIf_GetControllerErrorState,81,SRS_BSW_00323,missing,1.00,,None of the candidates implement the requirement to report an error when an invalid ControllerId is passed to CanIf_GetControllerErrorState.
SWS_CANIF_91001,CanIf,can_interface,8.3.5 CanIf_GetControllerErrorState,81,SRS_Can_01169,missing,1.00,,None of the candidates implement the CanIf_GetControllerErrorState function as specified in the requirement.
SWS_CANIF_00005,CanIf,can_interface,8.3.6 CanIf_Transmit,82,SRS_Can_01008,implemented,0.90,communication/CanIf/src/CanIf.c:732-859,"The code for CanIf_Transmit matches the specification for the function, including its parameters and return values."
SWS_CANIF_00317,CanIf,can_interface,8.3.6 CanIf_Transmit,82,,implemented,0.90,communication/CanIf/src/CanIf.c:732-859,The code in CanIf_Transmit implements the requirement by validating the controller mode and channel mode before accepting a transmit request.
SWS_CANIF_00318,CanIf,can_interface,8.3.6 CanIf_Transmit,82,,partial,0.80,communication/CanIf/src/CanIf.c:732-859 communication/CanIf/src/CanIf.c:861-932,"The implementation of CanIf_Transmit partially meets the requirement by calling Can_Write, but it does not fully set the Can_PduType structure as mandated."
SWS_CANIF_00899,CanIf,can_interface,8.3.5 CanIf_GetControllerErrorState,82,SRS_BSW_00323,missing,1.00,,None of the candidates implement the requirement for reporting an error when the ErrorStatePtr parameter is a null pointer in the CanIf_GetControllerErrorState function.
SWS_CANIF_00939,CanIf,can_interface,8.3.6 CanIf_Transmit,82,SRS_Can_01162 SRS_Can_02003,unverifiable,0.90,,The code does not provide enough information to determine if CanIf_Transmit uses CanXL_Write() or Can_Write() based on the condition specified in the requirement.
SWS_CANIF_00162,CanIf,can_interface,8.3.6 CanIf_Transmit,83,SRS_Can_01162 SRS_Can_02003,partial,0.80,communication/CanIf/src/CanIf.c:732-859,"The implementation partially satisfies the requirement as it involves checking the return value of Can_Write, but it does not guarantee that CanIf_Transmit will return E_OK in all cases where Can_Write returns E_OK."
SWS_CANIF_00243,CanIf,can_interface,8.3.6 CanIf_Transmit,83,SRS_Can_01141,partial,0.80,communication/CanIf/src/CanIf.c:732-859,"The code partially implements the requirement by handling CAN transmission, but it lacks clear evidence of setting the specific bits in the CanId."
SWS_CANIF_00319,CanIf,can_interface,8.3.6 CanIf_Transmit,83,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:732-859,The code in CanIf_Transmit implements the requirement by validating the TxPduId and reporting the appropriate error code.
SWS_CANIF_00320,CanIf,can_interface,8.3.6 CanIf_Transmit,83,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:732-859,The code in CanIf_Transmit correctly implements the requirement by validating the PduInfoPtr parameter and reporting the appropriate error code.
SWS_CANIF_00882,CanIf,can_interface,8.3.6 CanIf_Transmit,83,,partial,0.80,communication/CanIf/src/CanIf.c:732-859,"The code partially implements the requirement by checking for a NULL PduInfoPtr, but does not fully address the condition regarding PduInfoPtr->SduDataPtr being NULL for triggered transmission."
SWS_CANIF_00957,CanIf,can_interface,8.3.6 CanIf_Transmit,83,SRS_Can_02003,partial,0.80,communication/CanIf/src/CanIf.c:732-859 communication/CanIf/src/CanIf.c:861-932,"The implementation of CanIf_Transmit partially addresses the requirement by handling the transmission of PDUs, but it does not call CanXL_Write() with the required parameters, which is a critical part of the requirement."
SWS_CANIF_00893,CanIf,can_interface,8.3.6 CanIf_Transmit,84,SRS_Can_01162 SRS_Can_02003,partial,0.80,communication/CanIf/src/CanIf.c:732-859,The function partially implements the requirement by checking the SduLength but does not fully handle the error reporting as specified.
SWS_CANIF_00894,CanIf,can_interface,8.3.6 CanIf_Transmit,84,,partial,0.80,communication/CanIf/src/CanIf.c:732-859,"The code partially implements the requirement by checking the length of the data to be transmitted, but it does not clearly indicate that it truncates the data when the length exceeds the global PDU."
SWS_CANIF_00900,CanIf,can_interface,8.3.6 CanIf_Transmit,84,,missing,1.00,,The code does not implement the requirement for CanIf_Transmit to report a runtime error when PduInfoPtr->SduLength exceeds the global PDU length.
SWS_CANIF_00940,CanIf,can_interface,8.3.6 CanIf_Transmit,84,SRS_Can_02003,missing,1.00,,None of the candidates implement the requirement for reporting a runtime error when CanIf_Transmit is called with specific conditions.
SWS_CANIF_00941,CanIf,can_interface,8.3.6 CanIf_Transmit,84,SRS_Can_02003,missing,1.00,,"The code does not implement the requirement for composing CanXL_Params from CanIfTxPduXLParams and MetaData, as there is no indication of handling CAN XL frames in the CanIf_Transmit function."
SWS_CANIF_00194,CanIf,can_interface,8.3.7 CanIf_ReadRxPduData,85,SRS_Can_01125 SRS_Can_01129,missing,1.00,,"The candidates do not implement the requirement for the CanIf_ReadRxPduData function, and the annotation explicitly states it is not implemented."
SWS_CANIF_00324,CanIf,can_interface,8.3.7 CanIf_ReadRxPduData,85,,missing,1.00,,"The function CanIf_ReadRxPduData does not implement the requirement as it explicitly states it is not implemented, and there are no other candidates that fulfill the requirement."
SWS_CANIF_00325,CanIf,can_interface,8.3.7 CanIf_ReadRxPduData,85,SRS_BSW_00323,missing,1.00,,"None of the candidates implement the requirement, and the annotation in candidate 1 explicitly states that the implementation is not present."
SWS_CANIF_00942,CanIf,can_interface,8.3.6 CanIf_Transmit,85,SRS_Can_02003,partial,0.80,communication/CanIf/inc/CanIf_ConfigTypes.h:228-281 communication/CanIf/src/CanIf.c:1208-1265,"The candidates provide some relevant structures and functions related to CAN ID configuration and usage, but do not fully implement the requirement of transmitting the CAN ID in the Acceptance Field."
SWS_CANIF_00943,CanIf,can_interface,8.3.6 CanIf_Transmit,85,SRS_Can_02003,missing,1.00,,"The code does not set the parameter PduInfo->sec to 0 when CanIf_Transmit is called, as required."
SWS_CANIF_00202,CanIf,can_interface,8.3.8 CanIf_ReadTxNotifStatus,86,SRS_Can_01130,missing,1.00,,"The candidates do not implement the requirement for the CanIf_ReadTxNotifStatus function, as indicated by the developer annotations stating it is not implemented."
SWS_CANIF_00326,CanIf,can_interface,8.3.7 CanIf_ReadRxPduData,86,SRS_BSW_00323,missing,1.00,,The candidates do not implement the requirement to report an error when the CanIfRxInfoPtr parameter is invalid.
SWS_CANIF_00329,CanIf,can_interface,8.3.7 CanIf_ReadRxPduData,86,,missing,1.00,,"The candidates do not implement the requirement that CanIf_ReadRxPduData shall not be used for CanIfRxSduId, as the code explicitly states it is not implemented."
SWS_CANIF_00330,CanIf,can_interface,8.3.7 CanIf_ReadRxPduData,86,,missing,1.00,,"The candidates do not implement the requirement for CanIf_ReadRxPduData, and the annotation explicitly states it is not implemented."
SWS_CANIF_00331,CanIf,can_interface,8.3.8 CanIf_ReadTxNotifStatus,86,SRS_BSW_00323,missing,1.00,,"None of the candidates implement the requirement, and the annotation in candidate 1 explicitly states that the functionality is not implemented."
SWS_CANIF_00393,CanIf,can_interface,8.3.8 CanIf_ReadTxNotifStatus,86,,missing,1.00,,The candidates do not implement the requirement as the function CanIf_ReadTxNotifStatus explicitly states it does not fulfill the requirement.
SWS_CANIF_00230,CanIf,can_interface,8.3.9 CanIf_ReadRxNotifStatus,87,SRS_Can_01130 SRS_Can_01131,missing,1.00,,The candidates do not implement the requirement for the CanIf_ReadRxNotifStatus function as indicated by the developer comments stating it is not implemented.
SWS_CANIF_00335,CanIf,can_interface,8.3.8 CanIf_ReadTxNotifStatus,87,,missing,1.00,,The function CanIf_ReadTxNotifStatus is explicitly marked as not implemented according to the developer's annotation.
SWS_CANIF_00336,CanIf,can_interface,8.3.9 CanIf_ReadRxNotifStatus,87,SRS_BSW_00323,missing,1.00,,"The candidates do not implement the requirement as the function CanIf_ReadRxNotifStatus explicitly states it does not fulfill the requirement, and there is no code that reports the error to Det_ReportError."
SWS_CANIF_00394,CanIf,can_interface,8.3.9 CanIf_ReadRxNotifStatus,87,,missing,1.00,,The candidates do not implement the requirement as the function CanIf_ReadRxNotifStatus explicitly states it does not fulfill the requirement.
SWS_CANIF_00008,CanIf,can_interface,8.3.10 CanIf_SetPduMode,88,,implemented,0.90,communication/CanIf/src/CanIf.c:1341-1431,The function clearly implements the required API function CanIf_SetPduMode as described in the requirement.
SWS_CANIF_00340,CanIf,can_interface,8.3.9 CanIf_ReadRxNotifStatus,88,,missing,1.00,,"The candidates do not implement the requirement for CanIf_ReadRxNotifStatus, as indicated by the developer's annotation stating it is not implemented."
SWS_CANIF_00341,CanIf,can_interface,8.3.10 CanIf_SetPduMode,88,SRS_BSW_00323,implemented,0.90,communication/CanIf/src/CanIf.c:1341-1431 communication/CanIf/src/CanIf.c:127-133,The code clearly implements the requirement by validating the ControllerId and reporting the error through the Det_ReportError service.
SWS_CANIF_00860,CanIf,can_interface,8.3.10 CanIf_SetPduMode,88,SRS_BSW_00323,partial,0.80,communication/CanIf/src/CanIf.c:1341-1431 communication/CanIf/src/CanIf.c:127-133,"The function partially implements the requirement by validating the PduModeRequest, but it does not report the specific error code as required."
SWS_CANIF_00874,CanIf,can_interface,8.3.10 CanIf_SetPduMode,88,,partial,0.80,communication/CanIf/src/CanIf.c:1341-1431,"The function partially implements the requirement by validating the controller ID and initialization state, but it does not specifically check if the controller mode is CAN_CS_STARTED before returning E_OK."
SWS_CANIF_00009,CanIf,can_interface,8.3.11 CanIf_GetPduMode,89,,implemented,1.00,communication/CanIf/src/CanIf.c:1433-1448,The implementation of CanIf_GetPduMode matches the specification's description and parameters.
SWS_CANIF_00158,CanIf,can_interface,8.3.12 CanIf_GetVersionInfo,89,SRS_BSW_00407 SRS_BSW_00411,implemented,0.90,communication/CanIf/inc/CanIf.h:185-188,The candidate code includes a macro that matches the required function signature and is annotated as implementing the requirement.
SWS_CANIF_00346,CanIf,can_interface,8.3.11 CanIf_GetPduMode,89,SRS_BSW_00323,partial,0.80,communication/CanIf/src/CanIf.c:1433-1448,"The code partially implements the requirement by validating the ControllerId and using the error code, but it does not show the call to Det_ReportError."
SWS_CANIF_00657,CanIf,can_interface,8.3.11 CanIf_GetPduMode,89,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:1433-1448,The code clearly implements the requirement by validating the PduModePtr and reporting the appropriate error.
SWS_CANIF_00189,CanIf,can_interface,8.3.13 CanIf_SetDynamicTxId,90,,missing,1.00,,"The candidates do not implement the requirement for the CanIf_SetDynamicTxId function, and the annotation explicitly states it is not implemented."
SWS_CANIF_00352,CanIf,can_interface,8.3.13 CanIf_SetDynamicTxId,90,SRS_BSW_00323,missing,1.00,,None of the candidates implement the requirement to report an error when an invalid CanIfTxSduId is provided.
SWS_CANIF_00353,CanIf,can_interface,8.3.13 CanIf_SetDynamicTxId,90,SRS_BSW_00323,missing,1.00,,"The candidates do not implement the requirement to report an error when an invalid CanId is provided to CanIf_SetDynamicTxId, as indicated by the developer annotations and the absence of relevant error reporting in the implementation."
SWS_CANIF_00355,CanIf,can_interface,8.3.13 CanIf_SetDynamicTxId,90,,missing,1.00,,"The candidates do not implement the requirement that CanIf_SetDynamicTxId() should not execute a reconfiguration of Tx CanId if CanIf was not initialized, and the annotation explicitly states that this is not implemented."
SWS_CANIF_00944,CanIf,can_interface,8.3.13 CanIf_SetDynamicTxId,90,SRS_Can_02003,missing,1.00,,The candidates do not implement the requirement to report the error code CANIF_E_INVALID_TXPDUID when CanIf_SetDynamicTxId() is called with a specific parameter.
SWS_CANIF_00287,CanIf,can_interface,8.3.14 CanIf_SetTrcvMode,91,,implemented,1.00,communication/CanIf/src/CanIf.c:1537-1558,"The code for CanIf_SetTrcvMode directly implements the behavior described in the requirement, including validation and calling the appropriate driver service."
SWS_CANIF_00357,CanIf,can_interface,8.3.13 CanIf_SetDynamicTxId,91,,missing,1.00,,The candidates do not implement the requirement for pre compile time configurability of the CanIf_SetDynamicTxId function.
SWS_CANIF_00358,CanIf,can_interface,8.3.14 CanIf_SetTrcvMode,91,,implemented,1.00,communication/CanIf/src/CanIf.c:1537-1558,The code clearly implements the requirement by calling the specified function with the correct arguments.
SWS_CANIF_00538,CanIf,can_interface,8.3.14 CanIf_SetTrcvMode,91,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:1537-1558,The code in CanIf_SetTrcvMode implements the requirement by validating the TransceiverId and reporting the appropriate error code.
SWS_CANIF_00288,CanIf,can_interface,8.3.15 CanIf_GetTrcvMode,92,,implemented,1.00,communication/CanIf/src/CanIf.c:1560-1580,The function CanIf_GetTrcvMode is fully implemented as specified in the requirement.
SWS_CANIF_00362,CanIf,can_interface,8.3.14 CanIf_SetTrcvMode,92,,partial,0.80,communication/CanIf/src/CanIf.c:1537-1558,"The function partially implements the requirement by validating the transceiver's state and ID, but it lacks the necessary logic to return E_NOT_OK when no transceiver is configured."
SWS_CANIF_00363,CanIf,can_interface,8.3.15 CanIf_GetTrcvMode,92,,implemented,1.00,communication/CanIf/src/CanIf.c:1560-1580,The code clearly implements the requirement by calling the specified function with the correct arguments.
SWS_CANIF_00648,CanIf,can_interface,8.3.14 CanIf_SetTrcvMode,92,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:1537-1558,The code in CanIf_SetTrcvMode implements the requirement by validating the TransceiverMode and reporting the appropriate error code.
SWS_CANIF_00289,CanIf,can_interface,8.3.16 CanIf_GetTrcvWakeupReason,93,,implemented,1.00,communication/CanIf/src/CanIf.c:1582-1601,The code clearly implements the functionality described in the requirement for the CanIf_GetTrcvWakeupReason API.
SWS_CANIF_00364,CanIf,can_interface,8.3.15 CanIf_GetTrcvMode,93,SRS_BSW_00323,implemented,0.90,communication/CanIf/src/CanIf.c:1560-1580,The code in CanIf_GetTrcvMode implements the requirement by validating the TransceiverId and reporting the appropriate error code.
SWS_CANIF_00367,CanIf,can_interface,8.3.15 CanIf_GetTrcvMode,93,,missing,1.00,,The candidates do not implement the requirement for CanIf_GetTrcvMode to return E_NOT_OK when no transceiver is configured.
SWS_CANIF_00650,CanIf,can_interface,8.3.15 CanIf_GetTrcvMode,93,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:1560-1580,The code in CanIf_GetTrcvMode implements the requirement by validating the TransceiverModePtr parameter and reporting an error if it is invalid.
SWS_CANIF_00368,CanIf,can_interface,8.3.16 CanIf_GetTrcvWakeupReason,94,,implemented,1.00,communication/CanIf/src/CanIf.c:1582-1601,The implementation of CanIf_GetTrcvWakeupReason directly fulfills the requirement by calling CanTrcv_GetBusWuReason with the correct arguments.
SWS_CANIF_00371,CanIf,can_interface,8.3.16 CanIf_GetTrcvWakeupReason,94,,missing,1.00,,The candidates do not implement the requirement for CanIf_GetTrcvWakeupReason to return E_NOT_OK when no transceiver is configured.
SWS_CANIF_00537,CanIf,can_interface,8.3.16 CanIf_GetTrcvWakeupReason,94,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:1582-1601,The code clearly implements the requirement by validating the TransceiverId and reporting the appropriate error code.
SWS_CANIF_00649,CanIf,can_interface,8.3.16 CanIf_GetTrcvWakeupReason,94,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:1582-1601,The code clearly implements the requirement by validating the pointer and reporting the appropriate error.
SWS_CANIF_00290,CanIf,can_interface,8.3.17 CanIf_SetTrcvWakeupMode,95,,implemented,1.00,communication/CanIf/src/CanIf.c:1603-1624,The candidate code clearly implements the function CanIf_SetTrcvWakeupMode as specified in the requirement.
SWS_CANIF_00372,CanIf,can_interface,8.3.17 CanIf_SetTrcvWakeupMode,95,,implemented,1.00,communication/CanIf/src/CanIf.c:1603-1624,The code clearly implements the requirement by calling the specified function with the correct arguments.
SWS_CANIF_00219,CanIf,can_interface,8.3.18 CanIf_CheckWakeup,96,,implemented,1.00,communication/CanIf/src/CanIf.c:1654-1707,The implementation of CanIf_CheckWakeup matches the requirement's description and return values.
SWS_CANIF_00373,CanIf,can_interface,8.3.17 CanIf_SetTrcvWakeupMode,96,,implemented,1.00,communication/CanIf/src/CanIf.c:1603-1624,The function CanIf_SetTrcvWakeupMode implements the required behavior by validating the transceiver configuration and returning an error if no transceiver is configured.
SWS_CANIF_00535,CanIf,can_interface,8.3.17 CanIf_SetTrcvWakeupMode,96,SRS_BSW_00323,implemented,0.90,communication/CanIf/src/CanIf.c:1603-1624,The code in CanIf_SetTrcvWakeupMode implements the requirement by validating the TransceiverId and reporting the appropriate error code.
SWS_CANIF_00536,CanIf,can_interface,8.3.17 CanIf_SetTrcvWakeupMode,96,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:1603-1624,The code clearly implements the requirement by validating the TrcvWakeupMode parameter and reporting the appropriate error.
SWS_CANIF_00178,CanIf,can_interface,8.3.19 CanIf_CheckValidation,97,,implemented,1.00,communication/CanIf/src/CanIf.c:1714-1793,"The implementation of CanIf_CheckValidation directly corresponds to the specified behavior in the requirement, including the return values based on validation."
SWS_CANIF_00398,CanIf,can_interface,8.3.18 CanIf_CheckWakeup,97,SRS_BSW_00323,implemented,1.00,communication/CanIf/src/CanIf.c:1654-1707,The code in CanIf_CheckWakeup implements the requirement by validating the WakeupSource and reporting the appropriate error code when it is invalid.
SWS_CANIF_00404,CanIf,can_interface,8.3.19 CanIf_CheckValidation,97,SRS_BSW_00323,implemented,0.90,communication/CanIf/src/CanIf.c:1714-1793,The code in CanIf_CheckValidation implements the requirement by validating the WakeupSource and reporting the appropriate error code.
SWS_CANIF_00408,CanIf,can_interface,8.3.19 CanIf_CheckValidation,98,,unverifiable,0.90,,"The requirement specifies a configuration aspect of the CanIf_CheckValidation function, which cannot be determined from the provided code."
SWS_CANIF_00734,CanIf,can_interface,8.3.20 CanIf_GetTxConfirmationState,98,,missing,1.00,,The function CanIf_GetTxConfirmationState is explicitly marked as not implemented according to the developer's annotation.
SWS_CANIF_00736,CanIf,can_interface,8.3.20 CanIf_GetTxConfirmationState,98,,missing,1.00,,The candidates do not implement the requirement to report an error for an invalid ControllerId in CanIf_GetTxConfirmationState.
SWS_CANIF_00738,CanIf,can_interface,8.3.20 CanIf_GetTxConfirmationState,98,,missing,1.00,,"The function CanIf_GetTxConfirmationState is explicitly marked as not implemented, and no other candidates provide the required functionality."
SWS_CANIF_00760,CanIf,can_interface,8.3.21 CanIf_ClearTrcvWufFlag,99,,implemented,0.90,communication/CanIf/src/CanIf.c:1810-1826,The function clearly implements the required behavior as specified in the requirement.
SWS_CANIF_00761,CanIf,can_interface,8.3.22 CanIf_CheckTrcvWakeFlag,99,,implemented,1.00,communication/CanIf/src/CanIf.c:1831-1847,The code clearly implements the CanIf_CheckTrcvWakeFlag function as specified in the requirement.
SWS_CANIF_00766,CanIf,can_interface,8.3.21 CanIf_ClearTrcvWufFlag,99,,implemented,1.00,communication/CanIf/src/CanIf.c:1810-1826,"The implementation of CanIf_ClearTrcvWufFlag includes a call to CanTrcv_ClearTrcvWufFlag, fulfilling the requirement."
SWS_CANIF_00769,CanIf,can_interface,8.3.21 CanIf_ClearTrcvWufFlag,99,,implemented,1.00,communication/CanIf/src/CanIf.c:1810-1826,The code in CanIf_ClearTrcvWufFlag implements the requirement by validating the TransceiverId and reporting the appropriate error code.
SWS_CANIF_00771,CanIf,can_interface,8.3.21 CanIf_ClearTrcvWufFlag,99,,missing,1.00,,The code does not provide any implementation for the configuration of the CanIf_ClearTrcvWufFlag function as specified in the requirement.
SWS_CANIF_00765,CanIf,can_interface,8.3.22 CanIf_CheckTrcvWakeFlag,100,,implemented,1.00,communication/CanIf/src/CanIf.c:1831-1847,The code clearly implements the requirement by calling the specified function within CanIf_CheckTrcvWakeFlag.
SWS_CANIF_00770,CanIf,can_interface,8.3.22 CanIf_CheckTrcvWakeFlag,100,,implemented,0.90,communication/CanIf/src/CanIf.c:1831-1847,The code in CanIf_CheckTrcvWakeFlag implements the requirement by validating the TransceiverId and reporting the appropriate error code.
SWS_CANIF_00813,CanIf,can_interface,8.3.22 CanIf_CheckTrcvWakeFlag,100,,missing,1.00,,The candidates do not implement the requirement for pre compile time configurability of the CanIf_CheckTrcvWakeFlag function.
SWS_CANIF_00867,CanIf,can_interface,8.3.23 CanIf_SetBaudrate,100,,missing,1.00,,None of the candidates implement the CanIf_SetBaudrate function as specified in the requirement.
SWS_CANIF_00868,CanIf,can_interface,8.3.23 CanIf_SetBaudrate,101,,missing,1.00,,"None of the candidates implement the requirement that CanIf_SetBaudrate() calls Can_SetBaudrate(Controller, BaudRateConfigID)."
SWS_CANIF_00869,CanIf,can_interface,8.3.23 CanIf_SetBaudrate,101,SRS_BSW_00323,missing,1.00,,None of the candidates implement the requirement to report an error when CanIf_SetBaudrate is called with an invalid ControllerId.
SWS_CANIF_00871,CanIf,can_interface,8.3.23 CanIf_SetBaudrate,101,,missing,1.00,,None of the candidates implement the requirement for CanIf_SetBaudrate to be configurable via CanIfSetBaudrateApi.
SWS_CANIF_00907,CanIf,can_interface,8.3.24 CanIf_GetControllerRxErrorCounter,101,SRS_BSW_00323,missing,1.00,,None of the candidates implement the requirement to report the error code CANIF_E_PARAM_CONTROLLERID to the Det_ReportError service when an invalid ControllerId is passed to CanIf_GetControllerRxErrorCounter.
SWS_CANIF_00908,CanIf,can_interface,8.3.24 CanIf_GetControllerRxErrorCounter,101,SRS_BSW_00323,missing,1.00,,None of the candidates implement the requirement for reporting a null pointer error in the CanIf_GetControllerRxErrorCounter function.
SWS_CANIF_91003,CanIf,can_interface,8.3.24 CanIf_GetControllerRxErrorCounter,101,,missing,1.00,,None of the candidates implement the CanIf_GetControllerRxErrorCounter function as specified.
SWS_CANIF_00909,CanIf,can_interface,8.3.25 CanIf_GetControllerTxErrorCounter,102,SRS_BSW_00323,missing,1.00,,None of the candidates implement the requirement to report an error when an invalid ControllerId is passed to CanIf_GetControllerTxErrorCounter.
SWS_CANIF_00910,CanIf,can_interface,8.3.25 CanIf_GetControllerTxErrorCounter,102,SRS_BSW_00323,missing,1.00,,None of the candidates implement the requirement to report an error when the TxErrorCounterPtr is a null pointer.
SWS_CANIF_91004,CanIf,can_interface,8.3.25 CanIf_GetControllerTxErrorCounter,102,,missing,1.00,,None of the candidates implement the CanIf_GetControllerTxErrorCounter function as specified.
SWS_CANIF_91005,CanIf,can_interface,8.3.26 CanIf_EnableBusMirroring,102,,missing,1.00,,None of the candidates implement the CanIf_EnableBusMirroring function as specified.
SWS_CANIF_00911,CanIf,can_interface,8.3.26 CanIf_EnableBusMirroring,103,SRS_Can_01172,missing,1.00,,"The requirement specifies that the API CanIf_EnableBusMirroring() can be omitted if Bus Mirroring is not enabled, but none of the candidates implement or reference this API."
SWS_CANIF_00912,CanIf,can_interface,8.3.26 CanIf_EnableBusMirroring,103,SRS_BSW_00323,partial,0.80,communication/CanIf/src/CanIf.c:585-643 communication/CanIf/src/CanIf.c:1450-1495 communication/CanIf/src/CanIf.c:127-133,"The code partially implements the requirement by checking the validity of ControllerId in two functions and reporting an error, but it does not specifically implement the CanIf_EnableBusMirroring function."
SWS_CANIF_91014,CanIf,can_interface,8.3.27 CanIf_GetCurrentTime,103,SRS_Can_01181,missing,1.00,,None of the candidates implement the CanIf_GetCurrentTime function as specified in the requirement.
SWS_CANIF_00922,CanIf,can_interface,8.3.27 CanIf_GetCurrentTime,104,,missing,1.00,,The candidates do not implement the requirement to check if CanIf_Init() was previously called and raise the error CANIF_E_UNINIT if it was not.
SWS_CANIF_00923,CanIf,can_interface,8.3.27 CanIf_GetCurrentTime,104,,missing,1.00,,None of the candidates implement the requirement to check the parameter Controller for validity and raise the error CANIF_E_PARAM_CONTROLLERID.
SWS_CANIF_00924,CanIf,can_interface,8.3.27 CanIf_GetCurrentTime,104,,missing,1.00,,None of the candidates implement the requirement to check the validity of the timeStampPtr parameter and raise the CANIF_E_PARAM_POINTER error.
SWS_CANIF_00925,CanIf,can_interface,8.3.27 CanIf_GetCurrentTime,104,,unverifiable,0.90,,"The candidates do not provide any information about the configuration parameter CanIfGlobalTimeSupport, making it impossible to determine if the requirement is implemented."
